Text,Label
Does your gospel say that I beat the TRIAL?,Subaru
—,Roswaal
Ways to regain the qualifications...,Roswaal
Using your redo to return before the qualifications were revoked...?,Roswaal
"I, see...",Roswaal
...Weren't enough.,Roswaal
—Huh?,Subaru
—The methods I used for my cornering weren't enough.,Roswaal
What the?,Subaru
—,Subaru
"Wait, Roswaal. Wait.",Subaru
—,Subaru
"Wait, please wait. Wa—",Subaru
"Beyond, my reach means...",Subaru
"Roswaal... are you actually, insane?",Subaru
Four hundred...?,Subaru
Natsuki Subaru-kun.,Roswaal
"Ah, auh...",Subaru
"Auh, ue.. sh-shut up!",Subaru
You should know best whether that is truly what you believe.,Roswaal
"Hold your conceit, Natsuki Subaru. You are not the only one who understands Echidna.",Roswaal
You're putting precedence on SANCTUARY's freedom because... that's Echidna's wish.,Subaru
Fuck off. I'm fine with revealing just what you're plotting and what the results of it'll be.,Subaru
—Leave the room. Living in this life no longer has meaning.,Roswaal
—,Subaru
—What should I do?,Subaru
"If Elsa's employer is Roswaal, then...",Subaru
—huh?,Subaru
"What? What... something's strange. But, what is it!?",Subaru
"No luck. —It's one step away, but not coming.",Subaru
Weh?,Subaru
"Oh, Emilia... -tan. What're you doing here. Pretty late out, y'know?",Subaru
"But that's the same for you too, Subaru. If you stay up too late, you won't grow any taller.",Emilia
"I think I've about finished puberty, so not super worried about that...",Subaru
"I couldn't get to sleep, so I kinda went out for a walk... what happened with you, Subaru?",Emilia
It's sooo surprising that you've got that daintiness.,Emilia
"...You seem down, Subaru.",Emilia
"I, guess. Not trying to be though.",Subaru
"Not really, that's a lie. If you were the usual Subaru, you'd be more... zany?",Emilia
Who says zany any more?,Subaru
—,Subaru
"It's... this's my problem. I can't pull anything that'd put a burden on you, Emilia.",Subaru
Subaru?,Emilia
—,Emilia
"Ah, auh?",Subaru
"Take it slow. Quietly now. Take it slowly, listen to the sound of my heart.",Emilia
—Mm.,Subaru
Calmed down?,Emilia
...Somehow.,Subaru
I'm sorry for flipping out. I didn't even want to cause you problems like that.,Subaru
I don't think they're problems at all.,Emilia
Subaru...,Emilia
Huh?,Emilia
Subaru—,Emilia
...Subaru.,Emilia
Yeah.,Subaru
"I'm happy you feel this way. I'm truly happy. —But, I can't accept your kindness.",Emilia
—Wha?,Subaru
"N-No... about this, one-way coercion!?",Subaru
...Chances of winning really do feel slim.,Emilia
Au...,Subaru
"Say, Subaru. —Why are you trying to help me?",Emilia
—,Subaru
I want to help you because I like you. —Because I love all of you.,Subaru
"—Mm. Yeah, I know. You love me, Subaru.",Emilia
—,Subaru
"And so,",Emilia
Emilia...,Subaru
—,Subaru
"Who says, sl... ap,",Subaru
—hk!!,Subaru
—!!,Subaru
I... I...!,Subaru
—!,Subaru
"I... I... gha,",Subaru
"Ghhe, eu, ow...",Subaru
"Gauran are... no, nevermind that...",Subaru
"Ri, ght... last night, I fell dead asleep like that...",Subaru
"If the most likely candidate you didn't do it, no one would've. ...What time is it?",Subaru
...Yer expression's changed from last night again.,Garfiel
Hm?,Subaru
—,Subaru
"Shit, that ain't quite it. Can't fuckin' say it right... oi, fuck're you laughin' at?",Garfiel
"Khah, hahahh...",Subaru
"Hah hahaha! I'm refreshed! Really, that's what I look like?",Subaru
Well y'do! Hell's so funny...,Garfiel
"It's the opposite, Garfiel. Completely, entirely, the opposite.",Subaru
Eh?,Garfiel
—,Garfiel
—!,Subaru
...Otto?,Subaru
"Yes, hello, good morning to you. You're correct, it's me.",Otto
...Spit it out.,Garfiel
Just don't pull anythin' funny.,Garfiel
"Some, time where I didn't notice it, looks like conversation's started working on Garfiel.",Subaru
"Well, what...",Subaru
—,Subaru
"Well, what do I do? ...You said you had an idea.",Subaru
You're saying you know what to...,Subaru
"Yes, I do know. It's all very simple.",Otto
Simple...,Subaru
Do you want to know it?,Otto
"Well then, you must prepare.",Otto
P-prepare?,Subaru
"Yes. First take a long, deep breath...",Otto
—!?,Subaru
"Do not dare wear pretensions when among friends, Natsuki Subaru.",Otto
"You don't know what to do, and your head's jumbled up.",Otto
—,Subaru
"If you're listening, then speak to me!",Otto
—!,Subaru
"Fuck're, you doing...",Subaru
Hell'dy—!?,Subaru
Ghhah!?,Subaru
"Rea... lly, now!",Subaru
"...khh, ghhau,",Subaru
—,Subaru
"Wh-at've... you been, saying, this whole?",Subaru
Patrasche?,Subaru
"So, here you see,",Otto
"But you see, that's where you stop.",Otto
—,Subaru
—Hah.,Subaru
Is there something so funny?,Otto
"...But, Natsuki-san, I don't recollect you ever relying on me yet.",Otto
—,Subaru
"No, wrong.",Subaru
—,Otto
...Please try saying it.,Otto
—Whuh?,Subaru
"No, but, that...",Subaru
There... that! I told you to stop with that pretension!,Otto
"But even, saying that... I! I don't, for making you believe this mishmash...",Subaru
"You might, not be able to believe all this, but...",Subaru
Natsuki-san...,Otto
"There's no way I can pretend I didn't hear this and run away now, is there?",Otto
Wha—ahhuh!?,Subaru
After all!,Otto
—,Otto
Natsuki-san.,Otto
"...Can tell if someone's trustworthy by looking in their eyes, or something?",Subaru
Hey...,Subaru
"And so this is a first, Natsuki-san.",Otto
—Huh?,Subaru
—Roswaal!,Subaru
"—Let's make a bet. Between you and me, with a wish as the chip.",Subaru
—A bet?,Roswaal
"Yeah, a bet. You and me, staking a wish... a real one-shot make-or-break.",Subaru
—,Roswaal
Barusu—,Ram
And I'm gonna be doing it no matter what anyone says!,Subaru
—Hrm.,Roswaal
"...An intriguing statement. My coming selves, hm.",Roswaal
"Ram. Stand down. ...No, raaaaaaather, could you excuse yourself outside for a moment?",Roswaal
"...Yes, but, Roswaal-sama.",Ram
—I request you might abstain from anything that may encumber you.,Ram
—There'll be no concessions should anything happen to Roswaal-sama.,Ram
Rather you worry more about him pulling something in his self-destructive fit.,Subaru
Seriously though what a vicious world...,Subaru
Still at my absolute limit though. ...Just doing everything I can.,Subaru
"Relying on friends, relying on ties, relying on feelings... not gonna work out, huh?",Subaru
Wooooon't work at all.,Roswaal
"Really. —Well then, all we can do now is challenge each other.",Subaru
"As said, let's make a bet. The chip is a wish, the table is a one-round limit.",Subaru
Let's listen toooooooo what there is to hear.,Roswaal
A limit?,Roswaal
Yeah.,Subaru
—You're dismissing the privileges of your ability to redo?,Roswaal
That's heresy against those who'd cry for me. I'm not doing that any more.,Subaru
"So, a guarantee.",Subaru
Roswaal.,Subaru
Do you think I'd do that?,Subaru
—,Roswaal
"If you do, then... this talk isn't going to happen. That's all.",Subaru
"No, nooooo,",Roswaal
Let's heeeeeeeear the rest of it. I can decide at the end.,Roswaal
"But whatever, Roswaal. It's not like I want us to always be as enemies.",Subaru
—Hn?,Roswaal
"That's the ultimate compromise you're looking for... I see, then.",Roswaal
"Yeah, does.",Subaru
"First condition. —I make Garfiel an ally, and bring him outside.",Subaru
—,Roswaal
—The second?,Roswaal
That is impossible!,Roswaal
Won't know that until I try it.,Subaru
Well isn't that some fucking spirited anger.,Subaru
What?,Roswaal
"Roswaal, looks like you don't get it.",Subaru
"You're who said it, Roswaal.",Subaru
—,Roswaal
—Contract.,Roswaal
—,Subaru
"It doesn't appear that you're regarding this lightly... but, very well.",Roswaal
"Au, hauhh—",Subaru
Is that the end?,Subaru
That is the end. ...There's no rescinding it now.,Roswaal
—The snowfall in five days is happening again.,Subaru
"And with that, time is precious. I'm off getting started now.",Subaru
Subaru-kun.,Roswaal
The mansion is the same day. —I'll be praying for your good fight.,Roswaal
—,Roswaal
"Roswaal, it's throwing your vibe off so put the clown makeup back on.",Subaru
"Hrm, actually... this would be the first time I've spoken to you without cosmetics.",Roswaal
"In this universe, yeah.",Subaru
"So, did you successfully manage to have a contract tied?",Otto
"You say that, but... you entirely believed a contract would happen, yeah?",Subaru
"Indeed, I did.",Otto
"Anyway, so that's how my side went, how'd you go?",Subaru
"—It's an enough's enough, we need to seriously face each other.",Subaru
"—Y'know, you're...",Subaru
"Now, getting to the other one,",Otto
What would your ideas be for Garfiel?,Otto
The missing portions are...?,Otto
"Right, time to get started then. I'll be off trying Lewes-san, so...",Subaru
"How high. ...Although, not that I can refute it.",Otto
"We will, and while also for the sake of my dazzling future, let's all hope we do it well.",Otto
You said it.,Subaru
"Lewes-san, are you here? I have something I wanna talk about.",Subaru
No mice or bugs living here perhaps could maybe mean the air is polluted like crazy?,Subaru
"Now, Lil' Su. That yer here on purpose means... yer already know about what I am.",Lewes
"A part, how much?",Subaru
Lil' Su?,Lewes
Lil' Su...,Lewes
...Is that all?,Subaru
"So,",Lewes
"Well yeah. Right, how to explain...",Subaru
Putting it simply... it's about how to deal with SANCTUARY after the barrier's gone.,Subaru
"How to deal with SANCTUARY, after the barrier's gone.",Lewes
"Split of opinion? No, there shouldn't be anything like that.",Lewes
Wh?,Subaru
"Ue, eh... no, but...",Subaru
If there was actually never any opposition...,Subaru
—,Lewes
...Yer talking about Lil' Gar.,Lewes
That he dersen't want to go outside ers probably because erv our weakness...,Lewes
"Weakness, meaning?",Subaru
—,Subaru
"No, it's not that simple.",Subaru
"If we're just looking for grounds for compromise, this still isn't it... but, it's weird.",Subaru
Lil' Su?,Lewes
"Right, then... there's only one solution.",Subaru
—?,Lewes
"Roswaal, Ram, Lewes-san, potentially a yet-unseen malevolence...",Subaru
"So just for reference Lewes-san, could I ask you something?",Subaru
"Hn, what is it?",Lewes
—Do you know the contents of the TRIAL Garfiel took in the tomb?,Subaru
"...Nope, I don't. I'm sorry, but that's nert something within my knowledge.",Lewes
"Right,",Subaru
—,Lewes
Silence in this situation only means 'yes'.,Subaru
...When does the Lewes-san who knows about the TRIAL next show up?,Subaru
—,Lewes
Thing is meeting Theta and Sigma will have to be at least two days from now...,Subaru
—hk,Emilia
—?,Emilia
—,Emilia
—,Emilia
"Au, e.. ah, suhba, rhu?",Emilia
"Subaru, why are... you here?",Emilia
"Not that, I mean... um...",Emilia
"...Ah, I'm sorry. It worried you, didn't it?",Emilia
—,Emilia
"...Right, then I won't push you say it.",Subaru
"Couldn't possibly—is not how surprising a thing it'd be, to my thoughts.",Subaru
"It's fine. Anyway, come on tell me why you came here. And huuuuuurrryyyyyy",Emilia
—,Emilia
...wouldn't really be a refresher at all actually.,Subaru
It's because of this stuff that I'm just so...,Subaru
Emilia.,Subaru
—Mm.,Emilia
Do you feel like talking with me about what you saw in the TRIAL?,Subaru
The tomb's TRIAL shows you the past... that's what I've heard from everybody.,Subaru
—hk,Emilia
—,Emilia
"But, still.",Subaru
—,Emilia
—,Emilia
...But?,Emilia
—,Emilia
—hk,Emilia
Subaru...,Emilia
—,Subaru
"Subaru, is your belief in me...",Emilia
"...Tell me what you want to ask, Subaru.",Emilia
...,Subaru
...Are you okay with this?,Subaru
—Mm. I think that this is another one of my TRIALS.,Emilia
"Anyway, this might wind up being a long talk, so how about we sit?",Subaru
...We should.,Emilia
"The... the past I saw, was... probably, a memory from before my sleep.",Emilia
—? Before your sleep?,Subaru
Hold on. What does 'before my sleep' mean? It's not like going to sleep normally at night.,Subaru
"Inside ice... Emilia, what?",Subaru
"Please answer, Emilia. What does 'inside ice, inside a giant tree' mean?",Subaru
...Exactly what it sounds like.,Emilia
—,Subaru
—It made me sooo happy.,Emilia
"Green's... no actually, who's everybody?",Subaru
Everybody's everybody. Who I lived with in the forest's community... all the elves.,Emilia
"The elves... then, your family was there too? Your mom and dad... maybe siblings, too.",Subaru
—,Emilia
I'm sor... I didn't mean...,Subaru
"...When you say, was nobody. Do you mean your parents were...?",Subaru
—,Subaru
—Wha!?,Subaru
...Hold up a second.,Subaru
"Mm. I was sooo surprised too, when I started studies at the mansion and learned it.",Emilia
"—No, I don't.",Emilia
"The word 'little's come up a few times now, but around how old were you exactly?",Subaru
"...I think probably, I was seven.",Emilia
"Seven... It's safe to count elf years the same way as humans, right?",Subaru
"...Subaru, what's wrong? Was there something funny I...",Emilia
"Nope, nope. Just thinking that man you and me do have an age gap.",Subaru
"We do,",Emilia
"No,",Emilia
"This ice... right, so it had that drawback.",Subaru
"So hey, Emilia... you just said you slept for almost 100 years, right?",Subaru
"I did, yes...?",Emilia
"And you were about seven before your sleep, right?",Subaru
"I was. Subaru, what are...",Emilia
Emilia. How much time's passed since Puck woke you up?,Subaru
"...Maybe, six or seven years... I think.",Emilia
—,Subaru
"Real, physical, mental age... none are synced up...",Subaru
Fourteen... she's no different from Felt...,Subaru
—Wrong.,Emilia
I told you that you're wrong!,Emilia
"What I... saw in the TRIAL, wasn't that. I didn't see that. ...What I, saw was...",Emilia
E-Ehmil...,Subaru
—Witch's Spawn.,Emilia
—,Subaru
—,Subaru
I wanted to free everyone from the ice... and apologize.,Emilia
"If you had Puck, could you?",Subaru
—,Emilia
"M-mm... yes, but...",Emilia
"That's... mm, it's...",Emilia
"—What do you think, Subaru?",Emilia
"Emilia, you said that you want to melt the ice and thank everyone.",Subaru
Mm.,Emilia
Why do you think like that?,Subaru
"—Subaru, if I said awful things about you right now, would you stop trying to help me?",Emilia
—,Subaru
—Subaru?,Emilia
"Nothing, just thinking. That you're exactly, entirely right, that is.",Subaru
